Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DNI,DHI,GHI,rh,wdir,Albedo
2001,4,15,16,4.198,-55.541,0.0,0.0,0.0,100.0,24.753,0.01
2001,4,15,17,4.211,-55.408,0.0,0.0,0.0,100.0,25.139,0.01
2001,4,15,18,4.256,-55.353,0.0,0.0,0.0,100.0,25.671,0.01
2001,4,15,19,4.305,-55.228,0.0,0.0,0.0,100.0,26.984,0.01
2001,4,15,20,4.366,-55.158,0.0,0.0,0.0,100.0,28.308,0.01
2001,4,15,21,4.441,-55.15,0.0,0.0,0.0,100.0,29.857,0.01
2001,4,15,22,4.541,-55.228,0.0,0.0,0.0,100.0,31.42,0.01
2001,4,15,23,4.594,-55.377,0.0,0.0,0.0,100.0,32.852,0.01
2001,4,16,0,4.603,-55.548,0.0,0.0,0.0,100.0,34.418,0.01
2001,4,16,1,4.614,-55.72,0.0,0.0,0.0,100.0,36.462,0.01
2001,4,16,2,4.656,-55.845,0.0,0.0,0.0,100.0,38.87,0.01
2001,4,16,3,4.732,-55.939,0.0,0.0,0.0,100.0,41.586,0.01
2001,4,16,4,4.856,-55.986,0.0,0.0,0.0,100.0,44.153,0.01
2001,4,16,5,4.997,-55.9,0.0,0.0,0.0,100.0,47.154,0.01
2001,4,16,6,5.152,-55.72,0.0,0.0,0.0,100.0,49.983,0.01
2001,4,16,7,5.303,-55.455,0.0,0.0,0.0,100.0,51.34,0.01
2001,4,16,8,5.432,-55.205,0.0,0.0,0.0,100.0,52.009,0.01
2001,4,16,9,5.504,-54.994,0.0,0.0,0.0,100.0,52.382,0.01
2001,4,16,10,5.524,-54.837,0.0,0.0,0.0,100.0,52.644,0.01
2001,4,16,11,5.541,-54.642,0.0,0.0,0.0,100.0,53.082,0.01
2001,4,16,12,5.566,-54.408,0.0,0.0,0.0,100.0,53.677,0.01
2001,4,16,13,5.557,-54.173,0.0,0.0,0.0,100.0,54.21,0.01
2001,4,16,14,5.51,-53.939,0.0,0.0,0.0,100.0,54.755,0.01
2001,4,16,15,5.465,-53.712,0.0,0.0,0.0,100.0,55.424,0.01
2001,4,16,16,5.443,-53.502,0.0,0.0,0.0,100.0,56.059,0.01
2001,4,16,17,5.407,-53.408,0.0,0.0,0.0,100.0,55.598,0.01
2001,4,16,18,5.334,-53.416,0.0,0.0,0.0,100.0,54.238,0.01
2001,4,16,19,5.266,-53.4,0.0,0.0,0.0,100.0,52.96,0.01
2001,4,16,20,5.21,-53.408,0.0,0.0,0.0,100.0,52.065,0.01
2001,4,16,21,5.183,-53.486,0.0,0.0,0.0,100.0,51.61,0.01
2001,4,16,22,5.168,-53.58,0.0,0.0,0.0,100.0,51.259,0.01
2001,4,16,23,5.121,-53.697,0.0,0.0,0.0,100.0,50.944,0.01
2001,4,17,0,5.064,-53.97,0.0,0.0,0.0,100.0,50.76,0.01
2001,4,17,1,5.003,-54.361,0.0,0.0,0.0,100.0,50.194,0.01
2001,4,17,2,4.958,-54.853,0.0,0.0,0.0,100.0,49.281,0.01
2001,4,17,3,4.965,-55.314,0.0,0.0,0.0,100.0,48.509,0.01
2001,4,17,4,4.979,-55.712,0.0,0.0,0.0,100.0,48.053,0.01
2001,4,17,5,4.992,-56.134,0.0,0.0,0.0,100.0,48.553,0.01
2001,4,17,6,5.046,-56.556,0.0,0.0,0.0,100.0,49.899,0.01
2001,4,17,7,5.081,-56.939,0.0,0.0,0.0,100.0,50.804,0.01
2001,4,17,8,5.073,-57.267,0.0,0.0,0.0,100.0,51.189,0.01
2001,4,17,9,5.039,-57.572,0.0,0.0,0.0,100.0,51.104,0.01
2001,4,17,10,4.95,-57.814,0.0,0.0,0.0,100.0,50.507,0.01
2001,4,17,11,4.949,-57.83,0.0,0.0,0.0,100.0,48.712,0.01
2001,4,17,12,5.039,-57.673,0.0,0.0,0.0,100.0,46.131,0.01
2001,4,17,13,5.1,-57.572,0.0,0.0,0.0,100.0,43.821,0.01
2001,4,17,14,5.105,-57.494,0.0,0.0,0.0,100.0,42.209,0.01
2001,4,17,15,4.993,-57.455,0.0,0.0,0.0,100.0,40.494,0.01
2001,4,17,16,4.875,-57.423,0.0,0.0,0.0,100.0,39.276,0.01
2001,4,17,17,4.778,-57.416,0.0,0.0,0.0,100.0,38.894,0.01
2001,4,17,18,4.84,-57.502,0.0,0.0,0.0,100.0,40.942,0.01
2001,4,17,19,4.895,-57.634,0.0,0.0,0.0,100.0,42.089,0.01
2001,4,17,20,4.985,-57.759,0.0,0.0,0.0,100.0,43.222,0.01
2001,4,17,21,5.013,-57.892,0.0,0.0,0.0,100.0,43.042,0.01
2001,4,17,22,4.999,-58.064,0.0,0.0,0.0,100.0,42.34,0.01
2001,4,17,23,4.953,-58.298,0.0,0.0,0.0,100.0,41.611,0.01
2001,4,18,0,4.867,-58.572,0.0,0.0,0.0,100.0,41.16,0.01
2001,4,18,1,4.774,-58.822,0.0,0.0,0.0,100.0,40.886,0.01
2001,4,18,2,4.685,-59.087,0.0,0.0,0.0,100.0,40.943,0.01
2001,4,18,3,4.6,-59.369,0.0,0.0,0.0,100.0,41.351,0.01
2001,4,18,4,4.553,-59.65,0.0,0.0,0.0,100.0,42.009,0.01
2001,4,18,5,4.544,-59.884,0.0,0.0,0.0,100.0,43.049,0.01
2001,4,18,6,4.558,-60.072,0.0,0.0,0.0,100.0,43.958,0.01
2001,4,18,7,4.563,-60.259,0.0,0.0,0.0,100.0,44.723,0.01
2001,4,18,8,4.558,-60.431,0.0,0.0,0.0,100.0,45.208,0.01
2001,4,18,9,4.541,-60.58,0.0,0.0,0.0,100.0,45.558,0.01
2001,4,18,10,4.52,-60.712,0.0,0.0,0.0,100.0,45.981,0.01
2001,4,18,11,4.5,-60.923,0.0,0.0,0.0,100.0,47.251,0.01
2001,4,18,12,4.478,-61.228,0.0,0.0,0.0,100.0,49.529,0.01
2001,4,18,13,4.487,-61.525,0.0,0.0,0.0,100.0,52.073,0.01
2001,4,18,14,4.507,-61.767,0.0,0.0,0.0,100.0,54.382,0.01
2001,4,18,15,4.535,-62.002,0.0,0.0,0.0,100.0,56.31,0.01
2001,4,18,16,4.552,-62.252,0.0,0.0,0.0,100.0,57.974,0.01
2001,4,18,17,4.611,-62.455,0.0,0.0,0.0,100.0,58.087,0.01
2001,4,18,18,4.661,-62.627,0.0,0.0,0.0,100.0,56.763,0.01
2001,4,18,19,4.685,-62.822,0.0,0.0,0.0,100.0,55.462,0.01
2001,4,18,20,4.696,-63.017,0.0,0.0,0.0,100.0,54.274,0.01
2001,4,18,21,4.703,-63.197,0.0,0.0,0.0,100.0,53.511,0.01
2001,4,18,22,4.709,-63.361,0.0,0.0,0.0,100.0,53.092,0.01
2001,4,18,23,4.67,-63.478,0.0,0.0,0.0,100.0,53.092,0.01
2001,4,19,0,4.617,-63.556,0.0,0.0,0.0,100.0,53.324,0.01
2001,4,19,1,4.594,-63.603,0.0,0.0,0.0,100.0,53.228,0.01
2001,4,19,2,4.594,-63.603,0.0,0.0,0.0,100.0,52.74,0.01
2001,4,19,3,4.6,-63.595,0.0,0.0,0.0,100.0,51.69,0.01
2001,4,19,4,4.62,-63.525,0.0,0.0,0.0,100.0,50.145,0.01
2001,4,19,5,4.656,-63.4,0.0,0.0,0.0,100.0,48.742,0.01
2001,4,19,6,4.69,-63.252,0.0,0.0,0.0,100.0,47.835,0.01
2001,4,19,7,4.743,-63.119,0.0,0.0,0.0,100.0,47.003,0.01
2001,4,19,8,4.807,-62.97,0.0,0.0,0.0,100.0,46.185,0.01
2001,4,19,9,4.862,-62.806,0.0,0.0,0.0,100.0,45.521,0.01
2001,4,19,10,4.917,-62.603,0.0,0.0,0.0,100.0,44.871,0.01
2001,4,19,11,4.988,-62.548,0.0,0.0,0.0,100.0,45.063,0.01
2001,4,19,12,5.089,-62.58,0.0,0.0,0.0,100.0,46.182,0.01
2001,4,19,13,5.22,-62.564,0.0,0.0,0.0,100.0,47.547,0.01
2001,4,19,14,5.38,-62.517,0.0,0.0,0.0,100.0,48.532,0.01
2001,4,19,15,5.548,-62.455,0.0,0.0,0.0,100.0,48.882,0.01
2001,4,19,16,5.715,-62.408,0.0,0.0,0.0,100.0,48.991,0.01
2001,4,19,17,5.844,-62.22,0.0,0.0,0.0,100.0,48.36,0.01
2001,4,19,18,5.975,-61.923,0.0,0.0,0.0,100.0,46.749,0.01
2001,4,19,19,6.066,-61.627,0.0,0.0,0.0,100.0,45.0,0.01
2001,4,19,20,6.111,-61.345,0.0,0.0,0.0,100.0,43.757,0.01
2001,4,19,21,6.147,-61.087,0.0,0.0,0.0,100.0,42.94,0.01
2001,4,19,22,6.167,-60.853,0.0,0.0,0.0,100.0,42.176,0.01
2001,4,19,23,6.141,-60.916,0.0,0.0,0.0,100.0,43.196,0.01
2001,4,20,0,6.072,-61.298,0.0,0.0,0.0,100.0,46.095,0.01
2001,4,20,1,6.046,-61.783,0.0,0.0,0.0,100.0,48.772,0.01
2001,4,20,2,6.08,-62.283,0.0,0.0,0.0,100.0,50.788,0.01
2001,4,20,3,6.141,-62.806,0.0,0.0,0.0,100.0,52.183,0.01
2001,4,20,4,6.197,-63.345,0.0,0.0,0.0,100.0,52.942,0.01
2001,4,20,5,6.155,-63.533,0.0,0.0,0.0,100.0,51.545,0.01
2001,4,20,6,6.194,-63.322,0.0,0.0,0.0,100.0,48.631,0.01
2001,4,20,7,6.232,-62.955,0.0,0.0,0.0,100.0,45.813,0.01
2001,4,20,8,6.24,-62.533,0.0,0.0,0.0,100.0,43.326,0.01
2001,4,20,9,6.239,-62.103,0.0,0.0,0.0,100.0,41.294,0.01
2001,4,20,10,6.246,-61.65,0.0,0.0,0.0,100.0,39.824,0.01
2001,4,20,11,6.228,-61.361,0.0,0.0,0.0,100.0,39.962,0.01
2001,4,20,12,6.156,-61.314,0.0,0.0,0.0,100.0,41.295,0.01
2001,4,20,13,6.125,-61.423,0.0,0.0,0.0,100.0,42.829,0.01
2001,4,20,14,6.127,-61.533,0.0,0.0,0.0,100.0,44.328,0.01
2001,4,20,15,6.11,-61.627,0.0,0.0,0.0,100.0,45.622,0.01
2001,4,20,16,6.084,-61.689,0.0,0.0,0.0,100.0,46.509,0.01
2001,4,20,17,6.116,-61.619,0.0,0.0,0.0,100.0,45.776,0.01
2001,4,20,18,6.211,-61.384,0.0,0.0,0.0,100.0,43.777,0.01
2001,4,20,19,6.273,-61.166,0.0,0.0,0.0,100.0,41.971,0.01
2001,4,20,20,6.305,-61.056,0.0,0.0,0.0,100.0,40.678,0.01
2001,4,20,21,6.277,-61.025,0.0,0.0,0.0,100.0,40.052,0.01
2001,4,20,22,6.234,-61.033,0.0,0.0,0.0,100.0,39.916,0.01
2001,4,20,23,6.025,-61.306,0.0,0.0,0.0,100.0,41.004,0.01
2001,4,21,0,5.749,-61.806,0.0,0.0,0.0,100.0,43.017,0.01
2001,4,21,1,5.53,-62.298,0.0,0.0,0.0,100.0,44.828,0.01
2001,4,21,2,5.354,-62.775,0.0,0.0,0.0,100.0,46.123,0.01
2001,4,21,3,5.212,-63.212,0.0,0.0,0.0,100.0,46.883,0.01
2001,4,21,4,5.085,-63.611,0.0,0.0,0.0,100.0,46.992,0.01
2001,4,21,5,5.061,-63.9,0.0,0.0,0.0,100.0,46.001,0.01
2001,4,21,6,5.044,-64.08,0.0,0.0,0.0,100.0,44.561,0.01
2001,4,21,7,4.958,-64.314,0.0,0.0,0.0,100.0,43.021,0.01
2001,4,21,8,4.863,-64.595,0.0,0.0,0.0,100.0,41.809,0.01
2001,4,21,9,4.779,-64.892,0.0,0.0,0.0,100.0,40.957,0.01
2001,4,21,10,4.721,-65.181,0.0,0.0,0.0,100.0,40.57,0.01
2001,4,21,11,4.729,-65.377,0.0,0.0,0.0,100.0,38.763,0.01
2001,4,21,12,4.809,-65.431,0.0,0.0,0.0,100.0,35.678,0.01
2001,4,21,13,4.863,-65.462,0.0,0.0,0.0,100.0,32.669,0.01
2001,4,21,14,4.873,-65.455,0.0,0.0,0.0,100.0,30.223,0.01
2001,4,21,15,4.884,-65.408,0.0,0.0,0.0,100.0,28.574,0.01
2001,4,21,16,4.938,-65.314,0.0,0.0,0.0,100.0,27.619,0.01
2001,4,21,17,4.954,-65.205,0.0,0.0,0.0,100.0,26.605,0.01
2001,4,21,18,4.976,-65.15,0.0,0.0,0.0,100.0,25.479,0.01
2001,4,21,19,5.056,-65.056,0.0,0.0,0.0,100.0,24.268,0.01
2001,4,21,20,5.202,-64.947,0.0,0.0,0.0,100.0,22.984,0.01
2001,4,21,21,5.359,-64.861,0.0,0.0,0.0,100.0,21.553,0.01
2001,4,21,22,5.483,-64.814,0.0,0.0,0.0,100.0,20.346,0.01
2001,4,21,23,5.583,-64.892,0.0,0.0,0.0,100.0,21.251,0.01
2001,4,22,0,5.616,-65.087,0.0,0.0,0.0,100.0,23.356,0.01
2001,4,22,1,5.606,-65.306,0.0,0.0,0.0,100.0,25.065,0.01
2001,4,22,2,5.555,-65.478,0.0,0.0,0.0,100.0,26.205,0.01
2001,4,22,3,5.506,-65.603,0.0,0.0,0.0,100.0,27.001,0.01
2001,4,22,4,5.472,-65.681,0.0,0.0,0.0,100.0,27.553,0.01
2001,4,22,5,5.462,-65.736,0.0,0.0,0.0,100.0,27.518,0.01
2001,4,22,6,5.486,-65.744,0.0,0.0,0.0,100.0,27.295,0.01
2001,4,22,7,5.521,-65.775,0.0,0.0,0.0,100.0,27.29,0.01
2001,4,22,8,5.57,-65.814,0.0,0.0,0.0,100.0,27.392,0.01
2001,4,22,9,5.605,-65.892,0.0,0.0,0.0,100.0,27.565,0.01
2001,4,22,10,5.588,-66.017,0.0,0.0,0.0,100.0,27.926,0.01
2001,4,22,11,5.466,-66.072,0.0,0.0,0.0,100.0,27.957,0.01
2001,4,22,12,5.36,-66.025,0.0,0.0,0.0,100.0,27.424,0.01
2001,4,22,13,5.29,-65.978,0.0,0.0,0.0,100.0,26.679,0.01
2001,4,22,14,5.227,-65.9,0.0,0.0,0.0,100.0,25.876,0.01
2001,4,22,15,5.137,-65.822,0.0,0.0,0.0,100.0,25.201,0.01
2001,4,22,16,5.054,-65.673,0.0,0.0,0.0,100.0,24.862,0.01
2001,4,22,17,5.016,-65.447,0.0,0.0,0.0,100.0,24.769,0.01
2001,4,22,18,5.026,-65.142,0.0,0.0,0.0,100.0,25.211,0.01
2001,4,22,19,5.059,-64.775,0.0,0.0,0.0,100.0,26.011,0.01
2001,4,22,20,5.132,-64.337,0.0,0.0,0.0,100.0,26.682,0.01
2001,4,22,21,5.241,-63.822,0.0,0.0,0.0,100.0,27.138,0.01
2001,4,22,22,5.382,-63.205,0.0,0.0,0.0,100.0,27.681,0.01
2001,4,22,23,5.473,-62.509,0.0,0.0,0.0,100.0,28.101,0.01
2001,4,23,0,5.569,-61.759,0.0,0.0,0.0,100.0,28.399,0.01
2001,4,23,1,5.709,-61.002,0.0,0.0,0.0,100.0,28.529,0.01
2001,4,23,2,5.832,-60.267,0.0,0.0,0.0,100.0,28.659,0.01
2001,4,23,3,5.994,-59.611,0.0,0.0,0.0,100.0,29.004,0.01
2001,4,23,4,6.15,-58.994,0.0,0.0,0.0,100.0,29.366,0.01
2001,4,23,5,6.318,-58.502,0.0,0.0,0.0,100.0,29.481,0.01
2001,4,23,6,6.373,-58.072,0.0,0.0,0.0,100.0,28.482,0.01
2001,4,23,7,6.317,-57.627,0.0,0.0,0.0,100.0,26.597,0.01
2001,4,23,8,6.265,-57.072,0.0,0.0,0.0,100.0,25.798,0.01
2001,4,23,9,6.182,-56.369,0.0,0.0,0.0,100.0,27.796,0.01
2001,4,23,10,6.461,-55.572,0.0,0.0,0.0,100.0,28.61,0.01
2001,4,23,11,6.472,-54.728,0.0,0.0,0.0,100.0,24.307,0.01
2001,4,23,12,6.286,-54.572,0.0,0.0,0.0,100.0,26.183,0.01
2001,4,23,13,6.1,-54.525,0.0,0.0,0.0,100.0,26.303,0.01
2001,4,23,14,5.815,-54.595,0.0,0.0,0.0,100.0,25.291,0.01
2001,4,23,15,5.727,-55.134,0.0,0.0,0.0,100.0,27.019,0.01
2001,4,23,16,5.685,-55.916,0.0,0.0,0.0,100.0,30.194,0.01
2001,4,23,17,5.377,-56.423,0.0,0.0,0.0,99.0,29.507,0.01
2001,4,23,18,5.52,-56.673,0.0,0.0,0.0,99.125,26.202,0.01
2001,4,23,19,5.787,-56.712,0.0,0.0,0.0,99.688,25.423,0.01
2001,4,23,20,5.858,-56.634,0.0,0.0,0.0,100.0,23.419,0.01
2001,4,23,21,6.133,-56.603,0.0,0.0,0.0,100.0,22.547,0.01
2001,4,23,22,6.237,-56.447,0.0,0.0,0.0,100.0,21.068,0.01
2001,4,23,23,6.295,-56.017,0.0,0.0,0.0,99.75,19.199,0.01
2001,4,24,0,6.302,-55.416,0.0,0.0,0.0,99.75,16.863,0.01
2001,4,24,1,6.276,-54.752,0.0,0.0,0.0,99.688,13.829,0.01
2001,4,24,2,6.196,-54.15,0.0,0.0,0.0,99.438,10.828,0.01
2001,4,24,3,6.113,-53.681,0.0,0.0,0.0,99.5,7.933,0.01
2001,4,24,4,6.027,-53.306,0.0,0.0,0.0,99.812,5.43,0.01
2001,4,24,5,5.99,-53.056,0.0,0.0,0.0,100.0,3.814,0.01
2001,4,24,6,5.976,-52.798,0.0,0.0,0.0,100.0,2.773,0.01
2001,4,24,7,5.925,-52.548,0.0,0.0,0.0,99.5,1.738,0.01
2001,4,24,8,5.766,-52.47,0.0,0.0,0.0,99.312,0.233,0.01
2001,4,24,9,5.502,-52.541,0.0,0.0,0.0,99.0,358.291,0.01
2001,4,24,10,5.185,-52.72,0.0,0.0,0.0,99.188,354.899,0.01
2001,4,24,11,4.95,-52.97,0.0,0.0,0.0,99.312,352.381,0.01
2001,4,24,12,4.901,-53.353,0.0,0.0,0.0,99.75,350.643,0.01
2001,4,24,13,4.947,-53.744,0.0,0.0,0.0,100.0,349.719,0.01
2001,4,24,14,5.053,-54.205,0.0,0.0,0.0,100.0,351.106,0.01
2001,4,24,15,5.061,-54.634,0.0,0.0,0.0,100.0,351.657,0.01
2001,4,24,16,4.867,-54.994,0.0,0.0,0.0,100.0,350.855,0.01
2001,4,24,17,4.459,-55.314,0.0,0.0,0.0,100.0,346.938,0.01
2001,4,24,18,4.288,-55.752,0.0,0.0,0.0,100.0,347.584,0.01
2001,4,24,19,4.205,-56.064,0.0,0.0,0.0,100.0,349.4,0.01
2001,4,24,20,4.399,-56.267,0.0,0.0,0.0,100.0,355.008,0.01
2001,4,24,21,4.45,-56.447,0.0,0.0,0.0,100.0,355.671,0.01
2001,4,24,22,4.517,-56.533,0.0,0.0,0.0,100.0,356.331,0.01
2001,4,24,23,4.63,-56.736,0.0,0.0,0.0,100.0,357.292,0.01
2001,4,25,0,4.669,-57.056,0.0,0.0,0.0,100.0,357.315,0.01
2001,4,25,1,4.713,-57.392,0.0,0.0,0.0,100.0,358.195,0.01
2001,4,25,2,4.688,-57.814,0.0,0.0,0.0,100.0,359.045,0.01
2001,4,25,3,4.325,-58.228,0.0,0.0,0.0,100.0,357.205,0.01
2001,4,25,4,4.063,-58.595,0.0,0.0,0.0,100.0,0.11,0.01
2001,4,25,5,4.023,-58.728,0.0,0.0,0.0,100.0,3.562,0.01
2001,4,25,6,4.079,-58.697,0.0,0.0,0.0,100.0,3.843,0.01
2001,4,25,7,4.078,-58.728,0.0,0.0,0.0,100.0,3.624,0.01
2001,4,25,8,4.048,-58.736,0.0,0.0,0.0,100.0,3.873,0.01
2001,4,25,9,3.99,-58.767,0.0,0.0,0.0,100.0,4.717,0.01
2001,4,25,10,3.855,-58.822,0.0,0.0,0.0,100.0,5.699,0.01
2001,4,25,11,3.666,-59.017,0.0,0.0,0.0,100.0,7.716,0.01
2001,4,25,12,3.441,-59.228,0.0,0.0,0.0,100.0,11.259,0.01
2001,4,25,13,3.267,-59.377,0.0,0.0,0.0,100.0,15.964,0.01
2001,4,25,14,3.18,-59.439,0.0,0.0,0.0,100.0,21.017,0.01
2001,4,25,15,3.166,-59.416,0.0,0.0,0.0,100.0,26.059,0.01
2001,4,25,16,3.194,-59.259,0.0,0.0,0.0,100.0,30.579,0.01
2001,4,25,17,3.235,-58.923,0.0,0.0,0.0,100.0,33.076,0.01
2001,4,25,18,3.315,-58.509,0.0,0.0,0.0,100.0,33.952,0.01
2001,4,25,19,3.378,-58.181,0.0,0.0,0.0,100.0,33.874,0.01
2001,4,25,20,3.39,-57.877,0.0,0.0,0.0,100.0,32.481,0.01
2001,4,25,21,3.397,-57.634,0.0,0.0,0.0,100.0,29.336,0.01
2001,4,25,22,3.421,-57.431,0.0,0.0,0.0,100.0,27.033,0.01
2001,4,25,23,3.376,-57.611,0.0,0.0,0.0,100.0,29.531,0.01
2001,4,26,0,3.116,-57.986,0.0,0.0,0.0,100.0,34.686,0.01
2001,4,26,1,2.951,-58.244,0.0,0.0,0.0,100.0,43.713,0.01
2001,4,26,2,3.194,-58.306,0.0,0.0,0.0,100.0,48.669,0.01
2001,4,26,3,3.423,-58.259,0.0,0.0,0.0,100.0,50.278,0.01
2001,4,26,4,3.057,-58.119,0.0,0.0,0.0,100.0,52.164,0.01
2001,4,26,5,2.559,-57.634,0.0,0.0,0.0,98.125,59.756,0.01
2001,4,26,6,2.355,-56.947,0.0,0.0,0.0,97.125,64.455,0.01
2001,4,26,7,2.323,-56.33,0.0,0.0,0.0,96.562,68.7,0.01
2001,4,26,8,2.199,-55.884,0.0,0.0,0.0,96.312,70.921,0.01
2001,4,26,9,2.207,-55.58,0.0,0.0,0.0,96.688,77.735,0.01
2001,4,26,10,2.187,-55.205,0.0,0.0,0.0,97.125,85.287,0.01
2001,4,26,11,2.091,-54.642,0.0,0.0,0.0,96.75,93.857,0.01
2001,4,26,12,2.27,-54.173,0.0,0.0,0.0,95.875,93.355,0.01
2001,4,26,13,2.454,-53.744,0.0,0.0,0.0,95.5,85.07,0.01
2001,4,26,14,2.581,-53.392,0.0,0.0,0.0,95.5,76.342,0.01
2001,4,26,15,2.726,-53.173,0.0,0.0,0.0,95.562,70.059,0.01
2001,4,26,16,2.815,-53.064,0.0,0.0,0.0,95.375,65.925,0.01
2001,4,26,17,2.817,-53.087,0.0,0.0,0.0,95.75,64.714,0.01
2001,4,26,18,2.96,-53.181,0.0,0.0,0.0,96.5,64.855,0.01
2001,4,26,19,3.143,-53.322,0.0,0.0,0.0,97.5,65.474,0.01
2001,4,26,20,3.389,-53.486,0.0,0.0,0.0,98.125,65.917,0.01
2001,4,26,21,3.65,-53.744,0.0,0.0,0.0,98.312,66.673,0.01
2001,4,26,22,3.907,-54.119,0.0,0.0,0.0,98.125,67.794,0.01
2001,4,26,23,4.152,-54.548,0.0,0.0,0.0,97.312,68.939,0.01
2001,4,27,0,4.413,-55.009,0.0,0.0,0.0,96.188,69.48,0.01
2001,4,27,1,4.726,-55.447,0.0,0.0,0.0,94.5,69.078,0.01
2001,4,27,2,4.94,-55.861,0.0,0.0,0.0,93.625,68.182,0.01
2001,4,27,3,5.031,-56.244,0.0,0.0,0.0,94.5,67.736,0.01
2001,4,27,4,5.096,-56.533,0.0,0.0,0.0,96.75,67.367,0.01
2001,4,27,5,5.246,-56.681,0.0,0.0,0.0,99.5,67.406,0.01
2001,4,27,6,5.34,-56.744,0.0,0.0,0.0,100.0,67.187,0.01
2001,4,27,7,5.337,-56.767,0.0,0.0,0.0,100.0,67.264,0.01
2001,4,27,8,5.316,-56.775,0.0,0.0,0.0,100.0,66.713,0.01
2001,4,27,9,5.311,-56.837,0.0,0.0,0.0,100.0,66.414,0.01
2001,4,27,10,5.317,-56.97,0.0,0.0,0.0,100.0,66.901,0.01
2001,4,27,11,5.305,-57.384,0.0,0.0,0.0,100.0,68.308,0.01
2001,4,27,12,5.324,-57.97,0.0,0.0,0.0,100.0,70.9,0.01
2001,4,27,13,5.438,-58.509,0.0,0.0,0.0,100.0,73.987,0.01
2001,4,27,14,5.657,-59.017,0.0,0.0,0.0,100.0,76.827,0.01
2001,4,27,15,5.976,-59.619,0.0,0.0,0.0,100.0,79.454,0.01
2001,4,27,16,6.278,-60.423,0.0,0.0,0.0,100.0,82.636,0.01
2001,4,27,17,6.373,-61.033,0.0,0.0,0.0,99.0,85.289,0.01
2001,4,27,18,6.46,-61.431,0.0,0.0,0.0,96.0,86.186,0.01
2001,4,27,19,6.612,-61.9,0.0,0.0,0.0,94.188,85.799,0.01
2001,4,27,20,6.734,-62.408,0.0,0.0,0.0,93.125,84.541,0.01
2001,4,27,21,6.867,-62.837,0.0,0.0,0.0,93.938,82.746,0.01
2001,4,27,22,6.966,-63.041,0.0,0.0,0.0,98.375,79.597,0.01
2001,4,27,23,6.831,-62.986,0.0,0.0,0.0,99.812,75.63,0.01
2001,4,28,0,6.567,-62.611,0.0,0.0,0.0,100.0,71.048,0.01
2001,4,28,1,6.267,-61.994,0.0,0.0,0.0,100.0,65.863,0.01
2001,4,28,2,5.918,-61.173,0.0,0.0,0.0,100.0,61.54,0.01
2001,4,28,3,5.71,-60.252,0.0,0.0,0.0,100.0,57.006,0.01
2001,4,28,4,5.703,-59.291,0.0,0.0,0.0,100.0,51.843,0.01
2001,4,28,5,5.809,-58.423,0.0,0.0,0.0,100.0,46.907,0.01
2001,4,28,6,5.838,-57.892,0.0,0.0,0.0,100.0,42.831,0.01
2001,4,28,7,5.708,-57.822,0.0,0.0,0.0,100.0,39.836,0.01
2001,4,28,8,5.509,-58.072,0.0,0.0,0.0,100.0,38.089,0.01
2001,4,28,9,5.318,-58.486,0.0,0.0,0.0,100.0,37.779,0.01
2001,4,28,10,5.14,-58.97,0.0,0.0,0.0,100.0,38.211,0.01
2001,4,28,11,4.921,-59.548,0.0,0.0,0.0,100.0,39.654,0.01
2001,4,28,12,4.692,-60.173,0.0,0.0,0.0,100.0,41.76,0.01
2001,4,28,13,4.516,-60.791,0.0,0.0,0.0,100.0,43.107,0.01
2001,4,28,14,4.409,-61.392,0.0,0.0,0.0,100.0,43.995,0.01
2001,4,28,15,4.348,-61.939,0.0,0.0,0.0,100.0,43.908,0.01
2001,4,28,16,4.323,-62.455,0.0,0.0,0.0,100.0,42.949,0.01
2001,4,28,17,4.348,-62.908,0.0,0.0,0.0,100.0,39.898,0.01
2001,4,28,18,4.406,-63.314,0.0,0.0,0.0,100.0,35.691,0.01
2001,4,28,19,4.442,-63.681,0.0,0.0,0.0,100.0,31.845,0.01
2001,4,28,20,4.461,-64.041,0.0,0.0,0.0,100.0,28.675,0.01
2001,4,28,21,4.493,-64.377,0.0,0.0,0.0,100.0,26.209,0.01
2001,4,28,22,4.573,-64.705,0.0,0.0,0.0,100.0,24.42,0.01
2001,4,28,23,4.654,-64.955,0.0,0.0,0.0,100.0,23.338,0.01
2001,4,29,0,4.747,-65.134,0.0,0.0,0.0,100.0,22.344,0.01
2001,4,29,1,4.834,-65.259,0.0,0.0,0.0,100.0,21.423,0.01
2001,4,29,2,4.897,-65.306,0.0,0.0,0.0,100.0,20.545,0.01
2001,4,29,3,4.963,-65.244,0.0,0.0,0.0,100.0,19.975,0.01
2001,4,29,4,5.049,-65.072,0.0,0.0,0.0,100.0,19.809,0.01
2001,4,29,5,5.092,-64.783,0.0,0.0,0.0,100.0,19.352,0.01
2001,4,29,6,5.107,-64.478,0.0,0.0,0.0,99.25,18.74,0.01
2001,4,29,7,4.986,-64.041,0.0,0.0,0.0,99.0,15.822,0.01
2001,4,29,8,4.792,-63.431,0.0,0.0,0.0,99.375,14.444,0.01
2001,4,29,9,4.472,-62.478,0.0,0.0,0.0,100.0,15.712,0.01
2001,4,29,10,4.867,-61.572,0.0,0.0,0.0,98.875,18.435,0.01
