Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DHI,DNI,GHI,rh,wdir,Albedo
2016,2,27,0,5.118,-40.173,17.602,90.977,93.508,94.875,30.754,0.82
2016,2,27,1,4.865,-40.431,14.539,89.156,91.234,94.812,32.542,0.828
2016,2,27,2,4.702,-40.845,16.312,87.062,89.383,95.0,33.479,0.828
2016,2,27,3,4.574,-41.298,16.805,95.609,98.008,95.562,33.717,0.82
2016,2,27,4,4.464,-41.634,29.312,93.922,98.133,95.75,33.94,0.82
2001,2,27,5,1.594,-45.791,41.75,78.484,84.383,96.25,17.991,0.805
2001,2,27,6,1.668,-45.728,45.289,83.742,90.234,96.688,15.208,0.797
2001,2,27,7,1.719,-45.611,49.586,92.047,99.281,96.625,13.405,0.781
2016,2,27,8,4.811,-41.306,41.117,108.586,114.852,94.75,22.734,0.797
2002,2,27,9,3.959,-43.931,34.383,99.234,104.469,98.125,11.266,0.773
2016,2,27,10,4.615,-41.056,47.406,122.156,129.602,94.5,23.441,0.789
2002,2,27,11,4.488,-43.791,59.711,102.305,111.648,97.75,10.938,0.758
2002,2,27,12,4.78,-43.822,57.766,101.609,110.719,97.438,12.651,0.758
2001,2,27,13,1.501,-45.478,35.07,106.969,112.469,95.75,357.614,0.766
2001,2,27,14,1.478,-45.634,39.617,106.008,112.203,95.75,2.121,0.766
2001,2,27,15,1.57,-45.767,44.156,105.438,112.312,95.75,8.009,0.773
2002,2,27,16,5.155,-43.837,51.82,101.172,109.242,96.5,19.753,0.766
2016,2,27,17,3.718,-42.017,42.594,116.148,122.797,96.375,33.69,0.742
2016,2,27,18,3.876,-42.056,29.086,114.867,119.336,97.0,31.063,0.758
2016,2,27,19,3.946,-42.212,23.742,113.664,117.242,97.375,30.322,0.773
2016,2,27,20,4.044,-42.416,21.133,113.547,116.664,97.688,30.28,0.797
2016,2,27,21,4.134,-42.587,18.711,115.109,117.812,97.688,30.054,0.805
2004,2,27,22,3.524,-40.072,18.086,91.688,94.258,95.75,22.415,0.805
2004,2,27,23,3.469,-39.931,15.969,123.125,125.359,95.625,22.233,0.812
2016,2,28,0,3.832,-42.22,16.578,141.5,143.781,94.688,34.954,0.836
2016,2,28,1,3.743,-41.697,19.25,193.148,195.773,93.0,35.913,0.859
2016,2,28,2,3.648,-41.111,13.766,80.227,82.102,91.625,35.324,0.82
2004,2,28,3,3.236,-39.041,9.461,72.781,74.078,95.688,25.142,0.797
2004,2,28,4,3.239,-38.666,13.016,76.109,77.906,95.438,27.43,0.797
2017,2,28,5,5.653,-41.775,11.586,81.703,83.258,94.688,7.705,0.773
2017,2,28,6,5.33,-41.939,18.32,81.258,83.75,94.875,5.552,0.773
2002,2,28,7,5.337,-41.72,14.148,91.586,93.586,95.375,12.083,0.812
2002,2,28,8,5.416,-41.212,15.594,93.32,95.562,95.375,11.229,0.812
2002,2,28,9,5.501,-40.752,17.695,95.234,97.812,95.375,10.225,0.805
2002,2,28,10,5.606,-40.298,24.711,104.734,108.398,95.25,9.384,0.82
2002,2,28,11,5.849,-40.002,26.023,106.266,110.172,96.312,8.758,0.836
2002,2,28,12,6.06,-39.744,27.062,107.781,111.875,96.5,8.6,0.844
2017,2,28,13,5.673,-40.853,53.289,95.312,103.273,91.062,16.563,0.805
2017,2,28,14,5.712,-40.416,45.719,89.836,96.664,90.562,19.996,0.797
2017,2,28,15,5.757,-40.072,34.07,98.086,103.141,90.125,22.668,0.773
2017,2,28,16,5.908,-39.837,26.633,95.453,99.359,90.0,25.955,0.773
2004,2,28,17,3.939,-35.978,23.688,96.984,100.539,93.438,33.596,0.773
2002,2,28,18,6.813,-40.127,16.891,91.398,93.836,94.812,12.315,0.805
2002,2,28,19,6.973,-39.931,13.555,87.344,89.258,94.625,12.619,0.812
2002,2,28,20,7.081,-39.689,11.508,83.461,85.055,94.75,12.165,0.82
2002,2,28,21,7.21,-39.275,10.062,84.141,85.5,94.938,11.626,0.812
2002,2,28,22,7.348,-38.822,11.227,84.742,86.234,94.938,11.406,0.805
2002,2,28,23,7.457,-38.361,11.164,86.781,88.234,94.875,10.992,0.82
2002,3,1,0,7.569,-37.931,12.547,81.023,82.641,94.75,9.686,0.805
2002,3,1,1,7.646,-37.611,11.586,76.359,77.836,94.75,8.461,0.797
2002,3,1,2,7.685,-37.345,13.0,78.344,79.992,94.75,7.595,0.797
2002,3,1,3,7.709,-37.134,12.133,81.367,82.914,94.875,6.693,0.797
2002,3,1,4,7.726,-36.9,14.062,83.352,85.148,94.938,5.745,0.797
2002,3,1,5,7.698,-36.619,11.297,80.742,82.211,94.875,4.715,0.805
2002,3,1,6,7.631,-36.314,10.492,79.102,80.484,94.938,3.404,0.805
2002,3,1,7,7.552,-36.009,9.719,80.719,82.031,94.938,2.075,0.797
2002,3,1,8,7.462,-35.728,9.922,82.445,83.805,94.938,0.72,0.797
2002,3,1,9,7.336,-35.502,14.414,86.422,88.43,95.125,359.451,0.797
2002,3,1,10,7.174,-35.314,13.047,84.734,86.586,95.125,358.502,0.805
2002,3,1,11,7.083,-35.275,14.203,83.219,85.258,95.812,357.914,0.812
2002,3,1,12,6.91,-35.384,17.281,85.008,87.508,96.0,358.056,0.82
2002,3,1,13,6.756,-35.595,16.812,86.242,88.68,96.125,357.68,0.828
2016,3,1,14,3.934,-41.47,20.562,74.758,77.656,99.312,38.873,0.812
2002,3,1,15,6.414,-35.97,22.281,91.125,94.336,96.375,356.019,0.828
2002,3,1,16,6.274,-36.197,22.555,88.492,91.711,96.312,357.002,0.82
2016,3,1,17,3.746,-42.408,21.406,83.055,85.977,100.0,37.969,0.789
2003,3,1,18,3.546,-39.072,31.359,89.211,93.578,97.0,3.537,0.812
2003,3,1,19,3.406,-38.845,29.742,90.492,94.555,97.125,0.394,0.828
2003,3,1,20,3.237,-38.634,24.016,85.086,88.289,97.5,357.51,0.836
2003,3,1,21,3.073,-38.517,40.656,76.844,82.148,97.875,355.188,0.82
2003,3,1,22,2.967,-38.517,36.234,80.586,85.211,98.438,353.043,0.828
2003,3,1,23,2.844,-38.587,54.266,74.688,81.484,99.0,348.752,0.828
2003,3,2,0,2.758,-38.712,71.805,69.914,78.773,99.688,344.389,0.82
2005,3,2,1,6.038,-42.212,58.75,84.336,91.328,96.812,41.59,0.781
2020,3,2,2,6.52,-42.291,73.898,66.07,74.648,99.062,357.803,0.766
2020,3,2,3,6.594,-41.72,63.742,66.234,73.656,98.75,359.253,0.758
2020,3,2,4,6.79,-41.166,54.891,69.367,75.82,98.312,359.341,0.766
2020,3,2,5,7.062,-40.689,41.008,69.211,74.094,97.812,357.4,0.766
2020,3,2,6,7.206,-40.322,17.594,75.984,78.117,97.438,355.897,0.766
2020,3,2,7,7.275,-40.002,21.203,77.672,80.289,97.375,354.577,0.773
2020,3,2,8,7.343,-39.658,25.062,78.797,81.953,97.375,353.586,0.781
2020,3,2,9,7.54,-39.119,52.828,79.625,86.422,97.312,351.299,0.797
2020,3,2,10,7.676,-38.556,33.289,87.977,92.328,97.062,348.255,0.797
2020,3,2,11,7.327,-38.377,38.297,84.242,89.328,96.875,348.81,0.812
2020,3,2,12,7.128,-38.119,29.836,87.398,91.391,96.688,350.156,0.805
2020,3,2,13,6.991,-37.877,21.289,90.078,92.945,96.688,351.517,0.805
2020,3,2,14,6.957,-37.673,17.164,91.773,94.086,96.5,350.368,0.797
2020,3,2,15,6.853,-37.705,35.578,92.836,97.586,96.438,348.959,0.797
2020,3,2,16,6.673,-37.908,25.336,88.625,91.969,96.25,348.861,0.781
2020,3,2,17,6.618,-38.197,21.406,86.68,89.453,96.5,349.526,0.773
2003,3,2,18,3.871,-37.658,52.562,77.523,84.508,98.375,26.617,0.836
2020,3,2,19,6.255,-38.47,44.188,81.328,86.812,96.938,345.46,0.758
2017,3,2,20,4.779,-43.83,40.867,64.672,69.695,100.0,14.195,0.766
2017,3,2,21,4.698,-43.119,32.297,70.883,74.75,100.0,10.637,0.766
2017,3,2,22,4.7,-42.15,24.461,70.289,73.148,100.0,5.341,0.758
2017,3,2,23,4.705,-41.15,21.047,69.453,71.859,100.0,1.427,0.758
2017,3,3,0,4.861,-40.439,19.039,59.398,61.547,100.0,358.342,0.75
2002,3,3,1,3.216,-41.236,47.883,71.422,76.891,99.125,15.353,0.805
2020,3,3,2,5.982,-40.462,36.461,70.938,74.93,96.125,349.541,0.742
2014,3,3,3,4.457,-47.181,23.969,61.0,63.719,97.812,37.593,0.805
2014,3,3,4,4.444,-47.353,16.281,61.453,63.32,97.812,40.579,0.797
2014,3,3,5,4.418,-47.455,18.375,61.945,64.078,96.812,38.106,0.805
2014,3,3,6,4.479,-47.478,19.086,63.367,65.625,96.312,32.969,0.797
2014,3,3,7,4.562,-47.416,21.742,65.453,68.078,95.812,29.55,0.812
2014,3,3,8,4.672,-47.322,15.531,67.578,69.492,95.438,27.165,0.812
2017,3,3,9,5.93,-37.447,15.055,66.867,68.727,100.0,335.731,0.773
2017,3,3,10,5.911,-37.025,15.203,68.75,70.664,100.0,331.504,0.766
2014,3,3,11,4.867,-46.759,14.555,77.297,79.18,94.938,26.401,0.82
2014,3,3,12,4.643,-46.486,11.555,79.336,80.852,95.062,30.881,0.812
2014,3,3,13,4.427,-46.205,12.32,71.555,73.18,95.188,34.503,0.82
2014,3,3,14,4.214,-45.978,20.18,71.086,73.742,95.562,37.316,0.812
2014,3,3,15,4.097,-45.853,17.406,70.844,73.117,95.938,40.127,0.812
2014,3,3,16,4.018,-45.767,21.539,70.5,73.273,96.0,43.503,0.805
2014,3,3,17,4.014,-45.759,26.945,70.352,73.766,96.25,42.791,0.805
2017,3,3,18,4.832,-38.142,20.727,74.07,76.602,97.25,331.404,0.781
2017,3,3,19,5.116,-38.056,26.469,65.055,68.211,97.438,329.636,0.773
2020,3,3,20,3.835,-43.158,18.711,72.109,74.25,96.125,356.496,0.758
2014,3,3,21,4.252,-46.697,25.766,63.562,66.523,97.375,36.407,0.797
2014,3,3,22,4.398,-47.017,26.547,62.078,65.055,97.625,35.384,0.797
2020,3,3,23,3.517,-43.127,44.391,57.703,62.414,96.938,4.077,0.758
2020,3,4,0,3.479,-43.064,36.156,56.5,60.273,97.125,6.965,0.758
2020,3,4,1,3.531,-42.986,41.711,53.953,58.258,97.25,9.296,0.766
2020,3,4,2,3.59,-42.892,37.766,52.773,56.664,97.312,10.405,0.758
2017,3,4,3,4.209,-38.041,43.039,54.727,59.25,97.125,308.444,0.766
2020,3,4,4,3.851,-42.72,44.617,56.68,61.328,97.312,13.134,0.766
2015,3,4,5,4.274,-45.423,16.734,57.773,59.633,97.125,0.733,0.781
2015,3,4,6,4.372,-44.627,16.312,59.539,61.383,95.75,355.696,0.773
2015,3,4,7,4.252,-43.892,15.32,60.461,62.234,95.062,352.078,0.781
2017,3,4,8,4.033,-38.783,28.219,59.648,62.883,97.062,314.372,0.766
2003,3,4,9,4.28,-41.228,24.398,64.633,67.586,96.25,25.864,0.789
2015,3,4,10,3.84,-41.853,26.398,71.719,74.961,94.25,349.925,0.781
2015,3,4,11,4.001,-41.291,26.992,79.414,82.781,94.312,353.61,0.797
2015,3,4,12,4.215,-40.822,22.273,69.852,72.656,94.438,357.557,0.805
2015,3,4,13,4.266,-40.447,28.203,75.992,79.555,94.5,0.735,0.805
2020,3,4,14,4.703,-42.697,17.031,69.289,71.352,98.062,25.799,0.75
2020,3,4,15,4.705,-42.791,17.133,67.945,70.008,97.75,28.14,0.75
2017,3,4,16,4.587,-36.431,14.352,73.289,75.016,95.5,337.147,0.789
2020,3,4,17,4.459,-43.228,14.836,63.359,65.086,96.5,31.825,0.773
2020,3,4,18,4.213,-43.525,15.547,62.664,64.43,95.938,30.417,0.773
2020,3,4,19,4.143,-43.845,16.578,62.188,64.023,95.75,29.611,0.773
2018,3,4,20,3.573,-49.962,16.727,58.047,59.906,99.938,17.959,0.797
2018,3,4,21,3.509,-50.15,16.898,56.273,58.102,100.0,13.387,0.781
2018,3,4,22,3.45,-50.283,17.5,54.844,56.688,100.0,8.332,0.773
2018,3,4,23,3.554,-50.337,18.547,53.602,55.508,100.0,6.438,0.766
2018,3,5,0,3.644,-50.291,18.258,53.828,55.672,99.5,5.906,0.766
2018,3,5,1,3.478,-50.111,18.797,55.477,57.352,98.75,4.251,0.758
2018,3,5,2,3.22,-49.689,18.898,55.297,57.18,97.5,1.668,0.75
2017,3,5,3,4.347,-36.697,20.766,53.648,55.688,95.375,334.218,0.758
2018,3,5,4,3.016,-48.752,19.289,56.078,58.023,96.188,0.297,0.758
2018,3,5,5,2.949,-48.377,18.141,61.273,63.141,96.375,2.734,0.766
2018,3,5,6,3.016,-48.064,18.352,58.203,60.125,96.312,4.16,0.758
2018,3,5,7,3.063,-47.806,17.57,57.969,59.844,95.938,4.242,0.758
2020,3,5,8,4.49,-41.666,17.531,55.578,57.438,94.062,12.972,0.766
2018,3,5,9,2.861,-47.423,20.312,70.508,72.781,95.312,4.699,0.766
2018,3,5,10,2.701,-47.259,17.18,70.234,72.203,95.062,5.81,0.773
2018,3,5,11,2.699,-46.705,17.281,72.891,74.898,91.875,5.315,0.773
2018,3,5,12,2.706,-46.08,16.195,75.172,77.07,89.625,2.482,0.773
2018,3,5,13,2.767,-45.697,14.945,72.125,73.891,88.625,358.544,0.781
2018,3,5,14,2.885,-45.369,15.0,71.555,73.32,87.625,355.185,0.781
2018,3,5,15,3.068,-45.041,14.875,69.836,71.578,86.688,353.273,0.781
2018,3,5,16,3.263,-44.697,15.852,71.047,72.875,85.625,353.539,0.773
2017,3,5,17,2.416,-36.322,19.336,68.906,71.062,93.188,350.507,0.734
2018,3,5,18,3.09,-44.837,20.477,67.727,69.984,91.375,5.076,0.773
2018,3,5,19,2.88,-45.002,18.414,63.648,65.633,94.062,16.223,0.766
2018,3,5,20,2.848,-45.166,23.453,57.156,59.602,95.5,26.917,0.766
2018,3,5,21,2.923,-45.33,23.633,60.43,62.82,96.062,34.327,0.766
2018,3,5,22,3.019,-45.548,25.258,60.875,63.367,96.5,38.59,0.766
2018,3,5,23,3.097,-45.759,41.898,60.695,64.727,96.438,39.472,0.766
2018,3,6,0,3.181,-45.947,35.93,58.086,61.484,96.625,38.418,0.758
2018,3,6,1,3.266,-46.111,51.125,54.719,59.492,96.875,37.418,0.758
2018,3,6,2,3.32,-46.275,52.812,54.234,59.141,97.312,36.87,0.758
2018,3,6,3,3.353,-46.447,53.094,52.977,57.922,97.688,36.95,0.758
2018,3,6,4,3.38,-46.611,54.438,52.914,58.047,97.938,37.77,0.75
2018,3,6,5,3.458,-46.822,40.758,54.469,58.383,98.562,39.408,0.758
2015,3,6,6,3.883,-45.798,86.695,50.5,59.156,100.0,35.832,0.758
2015,3,6,7,3.954,-45.509,149.758,49.148,64.469,100.0,36.077,0.758
2017,3,6,8,4.297,-39.634,126.5,49.5,62.32,98.188,90.521,0.758
2017,3,6,9,4.5,-39.884,108.625,53.68,64.953,98.0,89.801,0.758
2017,3,6,10,4.735,-40.095,90.414,56.109,65.695,97.812,89.244,0.758
2017,3,6,11,4.884,-40.392,62.156,62.359,69.062,98.25,86.515,0.75
2017,3,6,12,4.982,-40.752,59.781,63.336,69.852,98.562,82.34,0.75
2017,3,6,13,5.071,-41.041,66.742,55.812,63.125,98.25,78.898,0.75
2017,3,6,14,5.163,-41.252,63.43,55.766,62.711,97.938,76.258,0.75
2017,3,6,15,5.273,-41.377,60.086,55.531,62.055,97.938,74.358,0.75
2012,3,6,16,3.547,-52.205,26.203,65.18,67.945,99.25,0.126,0.75
2012,3,6,17,3.528,-51.806,24.977,52.75,55.336,98.125,357.207,0.758
2012,3,6,18,3.431,-51.384,23.094,51.875,54.203,97.688,355.821,0.758
2012,3,6,19,3.445,-50.884,20.945,49.625,51.672,97.375,356.1,0.766
2012,3,6,20,3.633,-50.267,21.43,47.609,49.633,96.938,356.301,0.758
2017,3,6,21,6.179,-41.244,29.297,51.281,54.008,95.438,84.268,0.742
2012,3,6,22,4.138,-49.212,27.992,45.414,47.898,96.125,354.257,0.742
2012,3,6,23,3.902,-48.736,31.25,47.008,49.711,95.938,353.216,0.727
2013,3,7,0,3.844,-52.283,32.922,44.711,47.555,95.375,359.418,0.719
2012,3,7,1,3.486,-47.783,33.164,49.125,51.898,95.75,349.672,0.711
2012,3,7,2,3.35,-47.377,33.805,47.688,50.5,95.75,347.747,0.711
2012,3,7,3,3.225,-47.002,34.062,47.453,50.297,95.625,345.694,0.711
2013,3,7,4,4.093,-48.361,34.578,42.742,45.719,87.562,356.717,0.727
2012,3,7,5,3.143,-46.337,34.289,47.82,50.773,95.25,340.844,0.727
2012,3,7,6,2.993,-45.962,30.43,46.953,49.641,94.812,340.004,0.734
2012,3,7,7,2.89,-45.619,25.523,54.555,56.867,94.875,338.429,0.734
2012,3,7,8,2.893,-45.306,22.867,55.25,57.383,94.812,338.285,0.734
2012,3,7,9,2.959,-45.009,19.711,56.445,58.328,94.688,337.159,0.742
2012,3,7,10,3.1,-44.798,19.102,56.172,58.039,94.875,336.536,0.75
2012,3,7,11,3.544,-44.345,18.633,55.828,57.68,93.0,338.808,0.75
2012,3,7,12,4.212,-43.798,18.32,58.625,60.477,91.188,341.061,0.742
2012,3,7,13,4.738,-43.377,18.18,59.703,61.547,90.5,341.744,0.742
2012,3,7,14,5.045,-42.986,18.711,64.727,66.625,90.375,341.397,0.75
2012,3,7,15,5.148,-42.58,19.195,58.047,59.977,90.25,339.943,0.75
2012,3,7,16,5.17,-42.134,19.617,57.797,59.734,90.188,338.086,0.742
2012,3,7,17,4.934,-42.002,19.711,50.398,52.297,93.062,334.287,0.75
2012,3,7,18,4.525,-42.056,21.18,48.305,50.289,95.375,329.494,0.742
2012,3,7,19,4.182,-42.002,25.148,48.297,50.578,95.625,326.429,0.734
2012,3,7,20,3.968,-41.923,28.992,43.766,46.312,95.688,325.184,0.727
2012,3,7,21,3.854,-41.845,33.023,42.859,45.656,95.562,324.989,0.719
2012,3,7,22,3.788,-41.775,33.938,41.531,44.312,95.438,325.589,0.719
2012,3,7,23,3.723,-41.666,33.922,40.656,43.359,95.188,326.643,0.711
2012,3,8,0,3.743,-41.494,33.828,39.516,42.148,95.062,327.703,0.703
2012,3,8,1,3.844,-41.252,33.977,42.305,44.914,95.125,328.377,0.703
2012,3,8,2,3.997,-41.002,34.023,39.367,41.969,95.125,327.615,0.711
2012,3,8,3,4.146,-40.791,38.875,42.781,45.766,95.312,325.441,0.711
2012,3,8,4,4.241,-40.611,35.133,40.898,43.625,95.375,323.088,0.711
2012,3,8,5,4.285,-40.462,40.57,44.719,47.938,95.438,321.96,0.719
2015,3,8,6,5.373,-46.228,71.523,41.609,47.789,96.062,30.592,0.727
2015,3,8,7,5.332,-46.095,76.938,42.711,49.539,96.0,28.818,0.734
2019,3,8,8,5.475,-43.798,78.375,46.461,53.609,96.0,8.535,0.75
2012,3,8,9,4.334,-40.197,69.43,47.758,53.93,95.812,312.809,0.742
2012,3,8,10,4.257,-40.002,54.531,51.141,56.109,96.25,310.236,0.742
2012,3,8,11,4.558,-39.423,67.055,50.781,57.016,94.875,310.9,0.742
2009,3,8,12,0.73,-35.783,43.578,55.594,59.781,93.312,132.397,0.742
2019,3,8,13,4.645,-43.47,37.305,58.102,61.805,97.812,2.603,0.773
2009,3,8,14,0.33,-35.4,35.078,56.719,60.102,85.562,166.293,0.734
2009,3,8,15,0.295,-35.798,23.43,51.547,53.781,84.375,201.801,0.75
2010,3,8,16,3.722,-50.916,37.812,52.773,56.383,95.0,357.714,0.742
2010,3,8,17,3.629,-50.759,36.391,51.445,54.844,94.625,357.162,0.734
2010,3,8,18,3.291,-50.595,29.953,49.352,52.07,94.312,354.141,0.727
2010,3,8,19,2.975,-50.408,30.094,44.398,47.031,94.25,350.933,0.719
2012,3,8,20,6.477,-37.087,34.062,41.734,44.492,96.562,318.717,0.719
2010,3,8,21,1.98,-50.017,36.766,42.891,45.891,94.25,348.158,0.711
2010,3,8,22,1.623,-49.853,35.625,41.812,44.617,94.125,344.358,0.711
2010,3,8,23,1.43,-49.736,55.641,41.391,45.641,93.875,330.915,0.711
2010,3,9,0,1.514,-49.642,42.352,40.25,43.406,93.875,328.935,0.711
2010,3,9,1,1.671,-49.455,39.32,38.086,40.977,94.062,326.83,0.711
2010,3,9,2,1.581,-49.15,39.102,37.82,40.68,94.188,301.255,0.703
2010,3,9,3,1.349,-48.978,35.594,39.188,41.797,94.188,298.346,0.703
2010,3,9,4,1.171,-48.845,34.336,38.602,41.164,94.438,315.0,0.703
2010,3,9,5,1.443,-48.9,35.375,39.602,42.289,94.75,329.409,0.711
2010,3,9,6,1.904,-48.783,42.102,40.93,44.219,94.625,328.593,0.711
2010,3,9,7,2.418,-48.634,41.555,43.875,47.227,94.312,336.583,0.703
2010,3,9,8,2.993,-48.4,35.008,45.914,48.828,94.25,344.404,0.711
2010,3,9,9,3.529,-48.064,33.555,46.359,49.234,94.562,348.118,0.711
2010,3,9,10,3.991,-47.72,29.539,48.742,51.336,95.062,349.966,0.719
2010,3,9,11,4.798,-46.908,27.68,49.188,51.664,91.75,351.857,0.727
2010,3,9,12,5.645,-45.837,25.25,49.57,51.867,88.062,352.285,0.727
2010,3,9,13,6.215,-44.806,25.086,47.805,50.102,86.625,352.634,0.727
2010,3,9,14,6.624,-43.783,26.961,48.164,50.617,86.562,353.227,0.758
2010,3,9,15,6.967,-42.791,28.984,48.664,51.281,86.812,353.497,0.758
2010,3,9,16,7.279,-41.908,32.289,48.234,51.102,87.75,353.096,0.75
2012,3,9,17,3.497,-40.494,33.82,44.922,47.727,90.562,318.26,0.742
2001,3,9,18,3.684,-48.845,35.078,47.258,50.156,94.562,341.45,0.742
2001,3,9,19,3.662,-48.681,33.609,45.305,47.984,94.562,339.129,0.742
2001,3,9,20,3.523,-48.431,37.273,42.484,45.336,94.625,335.083,0.742
2010,3,9,21,6.647,-41.587,36.617,38.969,41.711,96.125,347.303,0.742
2010,3,9,22,6.601,-41.462,34.922,36.93,39.445,96.062,347.839,0.734
2010,3,9,23,6.616,-41.298,35.5,36.406,38.875,95.938,348.212,0.734
2010,3,10,0,6.621,-41.087,35.977,34.953,37.391,95.812,349.048,0.727
2010,3,10,1,6.577,-40.884,38.156,34.469,37.008,95.812,349.598,0.727
2010,3,10,2,6.493,-40.681,40.914,34.352,37.062,95.812,350.232,0.727
2010,3,10,3,6.435,-40.533,45.305,36.07,39.086,95.938,351.693,0.734
2010,3,10,4,6.422,-40.384,40.812,35.312,38.07,95.75,353.644,0.734
2010,3,10,5,6.424,-40.236,35.57,37.336,39.797,95.438,355.746,0.734
2010,3,10,6,6.45,-40.08,35.039,36.773,39.273,95.312,357.917,0.734
2010,3,10,7,6.516,-39.923,34.477,38.102,40.641,95.188,359.794,0.742
2010,3,10,8,6.626,-39.798,34.023,39.391,41.992,95.125,1.081,0.742
2013,3,10,9,6.294,-45.923,36.219,41.797,44.586,96.25,348.327,0.742
2010,3,10,10,6.641,-39.533,33.75,42.938,45.672,95.188,359.596,0.742
2013,3,10,11,6.636,-44.744,33.445,45.289,47.992,93.688,348.73,0.742
2013,3,10,12,6.938,-43.869,33.305,46.32,49.055,91.938,347.513,0.742
2013,3,10,13,7.081,-43.142,33.547,47.875,50.656,91.375,345.887,0.75
2013,3,10,14,7.128,-42.525,33.266,47.18,49.93,91.188,344.227,0.742
2013,3,10,15,7.186,-41.986,33.367,45.836,48.562,91.0,342.865,0.75
2013,3,10,16,7.286,-41.533,33.562,44.219,46.906,91.0,341.818,0.75
2013,3,10,17,7.212,-41.416,33.836,43.289,45.922,93.375,339.916,0.742
2013,3,10,18,6.98,-41.447,34.852,42.18,44.805,95.062,336.936,0.742
2005,3,10,19,4.95,-44.009,47.508,35.508,38.961,100.0,44.488,0.719
2004,3,10,20,3.995,-55.705,63.617,38.477,42.797,97.062,2.017,0.758
2004,3,10,21,4.096,-55.392,74.422,36.469,41.289,97.0,1.967,0.758
2004,3,10,22,4.113,-55.166,47.328,35.461,38.398,96.875,2.286,0.742
2004,3,10,23,4.237,-55.064,51.781,33.852,36.938,97.062,2.113,0.734
2004,3,11,0,4.477,-54.978,56.68,32.406,35.688,97.062,0.8,0.734
2004,3,11,1,4.383,-54.634,81.172,32.047,36.656,97.562,359.183,0.734
2004,3,11,2,4.321,-54.236,61.023,32.484,35.922,96.938,358.757,0.727
2018,3,11,3,4.777,-53.33,97.594,28.281,34.078,95.25,13.718,0.719
2019,3,11,4,3.978,-41.728,72.219,32.016,36.492,97.812,12.59,0.727
2018,3,11,5,4.831,-52.595,68.195,30.164,34.391,95.812,9.965,0.727
2018,3,11,6,4.828,-52.228,55.062,31.531,35.062,96.312,8.655,0.727
2018,3,11,7,4.68,-51.861,55.07,37.445,41.109,96.625,6.615,0.742
2013,3,11,8,4.505,-41.025,55.57,34.656,38.422,96.312,328.764,0.727
2018,3,11,9,4.724,-51.025,48.953,44.344,47.844,97.062,6.361,0.742
2013,3,11,10,3.461,-40.962,63.477,36.445,41.039,96.125,322.613,0.742
2018,3,11,11,4.935,-50.455,35.773,38.195,40.898,97.375,8.374,0.734
2018,3,11,12,4.929,-50.322,35.266,38.977,41.688,97.375,9.119,0.734
2018,3,11,13,4.883,-50.205,35.508,43.984,46.727,97.5,9.764,0.734
2018,3,11,14,4.758,-50.111,34.883,39.641,42.328,97.375,10.406,0.734
2018,3,11,15,4.581,-50.087,37.641,39.445,42.312,97.25,11.31,0.734
2018,3,11,16,4.497,-50.134,41.312,38.148,41.234,97.312,11.525,0.727
2019,3,11,17,4.926,-39.798,35.758,36.844,39.492,96.0,18.492,0.75
2019,3,11,18,4.649,-39.962,36.086,35.523,38.102,95.75,15.297,0.742
2019,3,11,19,4.459,-40.087,36.156,33.984,36.461,95.688,13.062,0.734
2019,3,11,20,4.278,-40.228,37.422,34.703,37.148,95.625,11.269,0.727
2019,3,11,21,4.097,-40.377,40.172,31.836,34.336,95.688,9.66,0.719
2019,3,11,22,3.895,-40.525,42.289,30.93,33.445,95.812,8.536,0.711
2019,3,11,23,3.71,-40.619,46.289,30.344,32.984,95.438,8.232,0.703
2010,3,12,0,4.084,-40.127,48.117,29.281,31.883,93.188,12.148,0.688
2010,3,12,1,3.977,-40.041,52.477,29.289,32.062,93.062,11.442,0.695
2010,3,12,2,3.866,-40.017,52.07,28.07,30.812,93.062,10.243,0.688
2019,3,12,3,3.396,-41.252,57.797,31.5,34.633,96.188,8.466,0.695
2019,3,12,4,3.364,-41.244,55.898,30.625,33.711,96.062,9.222,0.695
2010,3,12,5,3.6,-40.416,61.617,28.969,32.398,94.0,8.236,0.703
2010,3,12,6,3.679,-40.634,50.727,31.031,33.961,94.438,9.042,0.711
2010,3,12,7,3.751,-40.728,72.273,31.297,35.641,94.438,10.561,0.719
2019,3,12,8,3.493,-41.525,42.797,34.586,37.32,97.188,18.921,0.727
2019,3,12,9,3.521,-41.634,57.406,35.797,39.609,97.375,21.613,0.734
2004,3,12,10,6.681,-47.002,40.5,31.852,34.453,96.0,358.861,0.742
2010,3,12,11,3.749,-40.681,42.453,38.586,41.523,93.625,21.003,0.734
2004,3,12,12,6.644,-47.392,69.523,37.523,42.203,95.875,3.37,0.75
2004,3,12,13,6.539,-47.877,68.742,37.977,42.641,96.438,5.622,0.758
2011,3,12,14,5.094,-53.158,50.328,40.844,44.484,95.688,4.486,0.766
2011,3,12,15,4.876,-53.181,50.398,40.672,44.273,95.625,9.221,0.758
2011,3,12,16,4.61,-53.275,52.945,40.164,43.867,95.438,15.732,0.758
2019,3,12,17,4.376,-40.744,46.148,36.219,39.328,95.688,50.797,0.742
2019,3,12,18,4.411,-40.486,42.188,35.375,38.094,95.625,46.866,0.719
