Source,Latitude,Longitude,Time Zone,Elevation
NASA,-90.0,-0.0,14,2811.04
Year,Month,Day,Hour,Wspd,Tdry,DHI,DNI,GHI,rh,wdir,Albedo
2005,2,13,5,7.925,-32.291,66.25,144.672,159.695,94.562,20.847,0.773
2006,2,13,6,1.063,-35.837,73.469,155.719,172.625,91.188,36.027,0.828
2006,2,13,7,1.215,-35.892,77.188,154.242,172.195,92.188,45.0,0.789
2006,2,13,8,1.365,-35.931,84.703,160.523,180.438,93.375,47.087,0.773
2006,2,13,9,1.569,-35.962,86.672,158.258,178.852,94.0,49.646,0.781
2006,2,13,10,1.784,-36.002,83.906,157.852,177.969,94.312,51.223,0.789
2006,2,13,11,2.013,-36.002,88.992,160.227,181.734,94.25,52.73,0.789
2006,2,13,12,2.255,-36.095,99.766,159.508,183.734,94.438,53.17,0.797
2004,2,13,13,2.757,-42.298,87.141,151.852,173.328,96.75,12.106,0.781
2006,2,13,14,2.737,-36.775,88.852,167.742,189.367,95.062,50.676,0.781
2004,2,13,15,2.782,-42.634,82.203,151.383,171.562,96.812,17.316,0.789
2006,2,13,16,3.01,-37.556,92.609,170.695,193.023,95.562,49.737,0.766
2008,2,13,17,4.585,-39.658,99.984,197.648,221.828,95.938,4.593,0.828
2008,2,13,18,4.061,-39.814,94.461,185.742,208.344,96.25,355.145,0.82
2008,2,13,19,3.738,-39.986,89.734,175.227,196.438,96.75,348.549,0.781
2012,2,13,20,2.105,-32.791,110.539,165.219,190.992,95.812,346.479,0.789
2006,2,13,21,2.91,-37.955,78.5,147.883,165.758,92.0,48.264,0.789
2006,2,13,22,2.962,-38.064,101.414,136.883,159.703,91.312,46.496,0.781
2012,2,13,23,0.965,-33.916,92.023,154.656,175.391,96.062,354.89,0.781
2006,2,14,0,3.203,-38.236,74.672,141.273,157.773,88.562,39.358,0.766
2012,2,14,1,0.739,-34.423,68.328,150.406,165.602,95.312,35.538,0.789
2012,2,14,2,0.883,-34.673,78.594,147.422,164.875,95.188,53.637,0.789
2012,2,14,3,1.083,-34.97,72.852,148.547,164.75,95.5,62.511,0.773
2012,2,14,4,1.269,-35.283,85.938,151.0,170.195,95.75,65.644,0.773
2012,2,14,5,1.503,-35.736,101.242,154.25,177.031,96.625,62.103,0.773
2012,2,14,6,1.749,-36.275,108.68,156.031,180.711,97.438,55.742,0.766
2007,2,14,7,2.934,-36.462,83.609,165.164,184.258,97.375,48.671,0.742
2008,2,14,8,3.039,-39.103,93.195,173.492,195.133,99.875,328.026,0.766
2008,2,14,9,3.051,-39.103,95.008,175.93,198.227,100.0,324.275,0.773
2007,2,14,10,3.047,-36.681,99.352,168.273,191.672,96.938,47.598,0.75
2008,2,14,11,3.063,-38.877,89.359,177.406,198.734,100.0,331.343,0.766
2008,2,14,12,3.109,-38.595,84.133,161.352,181.539,100.0,342.749,0.797
2008,2,14,13,3.252,-38.134,88.445,148.719,169.992,99.688,350.04,0.828
2008,2,14,14,3.455,-37.673,78.406,148.789,167.648,99.062,354.289,0.828
2007,2,14,15,3.291,-37.095,80.312,170.008,189.148,95.125,60.879,0.805
2009,2,14,16,3.815,-38.197,82.555,171.836,191.141,96.25,24.046,0.789
2008,2,14,17,3.898,-36.923,86.977,143.141,163.68,97.438,0.115,0.836
2008,2,14,18,3.755,-36.767,94.961,141.703,163.883,97.188,355.226,0.828
2008,2,14,19,3.684,-36.611,78.953,141.086,159.297,97.312,350.478,0.812
2008,2,14,20,3.67,-36.408,95.281,148.586,170.281,97.5,345.579,0.805
2008,2,14,21,3.682,-36.103,71.25,148.859,164.875,97.688,340.412,0.797
2008,2,14,22,3.695,-35.72,77.047,151.289,168.398,97.875,335.386,0.781
2018,2,14,23,4.157,-38.689,92.398,165.594,185.586,95.188,24.301,0.734
2005,2,15,0,7.99,-37.494,88.836,161.367,180.359,84.875,24.184,0.695
2005,2,15,1,7.454,-37.681,78.758,159.648,176.398,87.75,25.249,0.711
2005,2,15,2,7.446,-37.783,73.117,158.359,173.883,89.188,27.157,0.719
2005,2,15,3,7.961,-37.752,71.945,159.93,175.219,90.688,25.333,0.719
2005,2,15,4,8.309,-37.337,106.453,162.242,184.984,91.75,18.929,0.695
2005,2,15,5,8.352,-36.837,89.703,168.336,187.641,93.188,13.854,0.719
2005,2,15,6,8.14,-36.509,117.133,172.578,198.031,94.062,10.339,0.711
2018,2,15,7,4.76,-38.189,97.938,178.914,200.516,97.0,32.125,0.758
2005,2,15,8,7.683,-36.142,97.539,182.172,203.852,94.812,6.012,0.719
2018,2,15,9,4.933,-37.752,103.844,181.703,205.125,96.688,24.414,0.781
2018,2,15,10,4.966,-37.314,97.195,186.195,208.336,96.812,19.005,0.781
2008,2,15,11,3.063,-35.58,115.039,164.789,191.586,98.25,298.984,0.797
2008,2,15,12,3.049,-35.595,101.602,171.336,195.133,98.5,303.609,0.805
2008,2,15,13,2.971,-35.681,116.297,148.977,176.281,98.688,309.13,0.805
2008,2,15,14,2.944,-35.767,100.281,152.016,175.555,98.938,314.893,0.812
2008,2,15,15,3.051,-35.83,83.344,151.398,170.898,99.062,320.194,0.812
2008,2,15,16,3.188,-35.845,79.008,148.453,166.812,99.25,323.271,0.812
2008,2,15,17,3.143,-35.783,76.172,147.117,164.656,99.5,319.739,0.82
2005,2,15,18,4.266,-38.15,78.703,156.156,173.75,96.375,7.789,0.766
2018,2,15,19,4.29,-33.83,80.766,185.945,203.836,97.438,13.91,0.758
2018,2,15,20,4.507,-33.752,70.258,142.398,157.758,97.375,19.44,0.766
2002,2,15,21,6.0,-39.697,76.0,163.102,179.539,94.875,14.941,0.805
2008,2,15,22,2.787,-35.455,69.18,134.18,149.133,100.0,299.008,0.812
2008,2,15,23,2.678,-35.337,61.836,129.719,142.953,99.938,306.101,0.82
2001,2,16,0,4.273,-35.486,72.305,151.859,166.906,98.562,20.887,0.773
2001,2,16,1,4.208,-35.97,69.539,149.875,164.273,98.375,27.897,0.766
2001,2,16,2,4.236,-36.447,56.219,149.195,160.812,98.25,36.299,0.758
2001,2,16,3,4.365,-36.806,52.945,143.914,154.875,98.0,44.13,0.773
2001,2,16,4,4.538,-37.056,53.109,140.117,151.164,97.812,49.399,0.789
2001,2,16,5,4.61,-36.923,57.695,141.094,153.18,96.562,50.294,0.797
2001,2,16,6,4.678,-36.502,63.0,142.398,155.734,95.875,48.724,0.797
2001,2,16,7,4.743,-36.064,71.984,143.344,158.75,95.5,47.136,0.797
2018,2,16,8,5.038,-34.595,79.328,161.719,178.953,94.0,39.589,0.773
2003,2,16,9,2.447,-38.861,104.32,149.094,172.242,96.562,9.372,0.766
2001,2,16,10,4.686,-35.267,113.414,134.539,159.633,94.75,43.514,0.828
2002,2,16,11,6.328,-31.666,111.148,191.164,216.117,96.625,356.035,0.812
2002,2,16,12,6.314,-31.541,110.641,197.031,222.008,96.688,356.879,0.812
2002,2,16,13,6.245,-31.462,109.812,203.844,228.703,96.438,356.701,0.82
2002,2,16,14,6.28,-31.462,102.953,202.055,225.352,96.375,357.362,0.82
2002,2,16,15,6.243,-31.642,94.297,196.633,217.891,96.188,357.059,0.82
2003,2,16,16,3.006,-39.853,89.516,160.539,180.719,96.062,25.233,0.766
2008,2,16,17,3.686,-32.962,70.969,154.508,170.445,96.688,332.892,0.789
2002,2,16,18,5.977,-33.173,73.047,179.727,195.742,96.688,3.072,0.82
2008,2,16,19,3.067,-33.517,61.844,141.695,155.242,97.188,316.548,0.789
2008,2,16,20,2.908,-33.853,61.984,141.219,154.609,97.5,309.549,0.789
2008,2,16,21,2.782,-34.205,61.188,140.891,153.93,97.75,304.359,0.789
2008,2,16,22,2.678,-34.525,56.906,137.633,149.602,98.0,301.279,0.789
2008,2,16,23,2.573,-34.877,51.164,132.461,143.109,98.625,306.731,0.789
2008,2,17,0,2.577,-35.252,48.695,128.648,138.695,98.812,319.549,0.789
2008,2,17,1,2.829,-35.517,48.312,127.617,137.531,98.562,331.099,0.789
2008,2,17,2,3.313,-35.728,47.484,128.883,138.609,98.125,340.582,0.789
2008,2,17,3,3.829,-35.939,49.359,139.562,149.688,97.562,348.942,0.797
2008,2,17,4,4.289,-36.189,51.875,144.977,155.672,97.125,355.193,0.797
2008,2,17,5,4.255,-36.189,56.484,161.609,173.344,95.938,355.577,0.789
2008,2,17,6,4.184,-35.908,59.875,167.727,180.297,95.312,351.734,0.797
2008,2,17,7,4.249,-35.564,65.0,170.562,184.359,94.938,348.008,0.797
2008,2,17,8,4.237,-35.275,93.961,182.695,202.875,95.0,344.272,0.836
2008,2,17,9,4.159,-35.048,87.648,176.164,195.203,95.188,340.238,0.828
2008,2,17,10,4.063,-34.877,83.977,153.141,171.57,95.375,335.702,0.82
2002,2,17,11,4.83,-34.533,62.32,140.836,154.453,93.938,18.581,0.75
2002,2,17,12,4.894,-34.361,73.961,144.445,160.703,92.125,22.922,0.758
2018,2,17,13,2.735,-38.611,79.68,162.648,180.156,96.5,11.535,0.797
2002,2,17,14,5.213,-33.853,88.094,189.953,209.367,89.812,28.754,0.773
2008,2,17,15,2.873,-35.017,113.102,161.016,186.148,97.125,326.31,0.742
2001,2,17,16,2.208,-40.486,91.375,146.43,166.219,97.75,29.921,0.781
2001,2,17,17,2.277,-40.806,96.805,143.07,163.828,97.188,31.672,0.789
2008,2,17,18,2.971,-35.205,77.133,169.844,186.508,97.625,335.12,0.75
2001,2,17,19,2.392,-41.064,73.008,147.938,163.203,96.875,30.418,0.797
2001,2,17,20,2.439,-41.103,68.727,145.922,160.078,97.062,27.468,0.797
2011,2,17,21,3.419,-35.306,63.18,132.633,145.617,100.0,28.673,0.711
2001,2,17,22,2.46,-41.095,59.336,133.875,145.758,97.75,22.004,0.797
2001,2,17,23,2.486,-40.822,55.391,128.195,139.164,96.25,20.029,0.805
2011,2,18,0,3.047,-33.572,50.109,137.484,147.445,97.125,22.62,0.742
2008,2,18,1,4.664,-35.361,55.789,150.547,161.664,95.688,4.612,0.82
2011,2,18,2,2.943,-32.892,59.492,142.57,154.305,95.188,20.841,0.703
2011,2,18,3,2.893,-32.783,57.398,143.078,154.422,95.0,18.582,0.719
2011,2,18,4,2.916,-32.752,52.797,138.453,148.938,95.0,17.464,0.711
2011,2,18,5,3.068,-32.877,60.555,142.688,154.805,96.188,16.266,0.719
2011,2,18,6,3.257,-33.08,71.383,147.055,161.5,97.688,14.303,0.711
2008,2,18,7,4.148,-36.65,69.305,151.023,165.32,96.062,14.062,0.82
2008,2,18,8,4.129,-36.9,83.68,157.406,174.883,96.062,13.905,0.82
2018,2,18,9,2.438,-41.423,104.5,159.367,181.094,94.188,49.419,0.75
2018,2,18,10,2.51,-41.923,94.031,161.859,181.609,94.938,47.27,0.75
2018,2,18,11,2.436,-42.142,120.719,161.992,187.57,93.562,48.9,0.742
2018,2,18,12,2.238,-42.017,101.609,162.469,184.125,90.438,53.09,0.742
2008,2,18,13,4.772,-37.486,103.039,154.227,176.602,92.625,28.663,0.781
2008,2,18,14,4.91,-37.478,96.047,151.375,172.227,91.562,32.856,0.789
2008,2,18,15,5.008,-37.533,93.086,153.977,174.109,90.375,38.157,0.789
2018,2,18,16,1.884,-40.181,107.656,158.617,181.367,76.062,92.139,0.766
2008,2,18,17,4.991,-38.002,95.117,147.016,167.242,90.438,46.966,0.828
2008,2,18,18,4.805,-38.486,101.852,145.641,167.039,92.312,49.55,0.805
2008,2,18,19,4.793,-38.9,107.953,141.148,163.516,93.312,52.084,0.812
2001,2,18,20,3.039,-34.916,101.852,149.555,169.922,94.5,30.256,0.797
2001,2,18,21,2.591,-35.025,99.25,145.719,165.266,95.188,28.652,0.797
2001,2,18,22,2.434,-35.275,96.602,136.586,155.352,95.438,29.197,0.781
2015,2,18,23,3.656,-39.439,112.297,123.164,144.984,93.812,98.355,0.812
2012,2,19,0,1.654,-37.97,116.641,130.992,153.648,92.125,165.504,0.789
2008,2,19,1,3.665,-39.611,107.75,120.0,140.82,87.688,49.929,0.82
2001,2,19,2,2.044,-36.056,93.023,130.898,148.453,98.0,37.702,0.766
2001,2,19,3,2.22,-36.173,83.531,132.797,148.586,98.188,39.573,0.766
2001,2,19,4,2.22,-36.267,79.93,136.859,152.047,98.25,36.991,0.758
2012,2,19,5,3.076,-35.275,73.602,113.586,127.984,90.875,120.864,0.828
2012,2,19,6,3.092,-34.705,71.359,121.562,135.672,92.875,113.845,0.805
2012,2,19,7,3.064,-34.134,70.055,132.109,146.125,94.0,107.049,0.766
2012,2,19,8,2.965,-33.58,79.641,133.0,149.141,93.938,100.629,0.773
2001,2,19,9,2.536,-36.697,105.758,152.531,173.797,99.0,41.003,0.75
2001,2,19,10,2.571,-36.83,108.688,154.844,176.945,99.375,42.66,0.75
2008,2,19,11,3.719,-40.783,104.305,158.906,180.734,95.812,46.107,0.766
2001,2,19,12,2.907,-37.314,136.609,157.172,185.367,99.625,46.307,0.734
2008,2,19,13,3.36,-41.689,99.945,157.312,178.422,98.938,46.507,0.766
2019,2,19,14,2.028,-40.119,78.586,169.617,186.047,98.375,28.54,0.742
2019,2,19,15,2.323,-40.572,112.594,157.102,180.555,98.312,26.565,0.727
2019,2,19,16,2.631,-40.892,85.531,156.195,173.883,97.625,26.641,0.75
2006,2,19,17,2.61,-41.127,66.359,151.164,164.688,94.375,31.787,0.836
2019,2,19,18,2.9,-41.158,89.289,152.648,170.688,95.688,35.017,0.742
2019,2,19,19,2.999,-41.173,75.609,145.883,160.938,94.812,37.377,0.734
2019,2,19,20,3.029,-41.158,68.766,141.922,155.406,93.938,37.875,0.742
2019,2,19,21,2.918,-41.189,67.18,137.234,150.203,93.562,37.821,0.742
2019,2,19,22,2.84,-41.244,72.125,133.953,147.688,93.312,39.866,0.75
2019,2,19,23,2.851,-41.205,78.164,131.141,145.836,92.062,43.89,0.758
2001,2,20,0,3.63,-37.892,77.031,115.945,130.125,95.875,37.832,0.836
2001,2,20,1,3.551,-37.783,89.289,115.266,131.602,94.75,35.508,0.836
2015,2,20,2,3.108,-40.572,102.664,112.695,131.68,95.75,69.242,0.812
2019,2,20,3,3.325,-40.439,79.438,135.242,149.945,86.25,54.854,0.758
2011,2,20,4,2.728,-38.97,67.547,138.398,150.992,89.438,41.865,0.719
2011,2,20,5,2.733,-39.025,67.453,139.852,152.539,91.0,37.918,0.719
2011,2,20,6,2.841,-39.134,68.234,141.289,154.266,93.688,33.559,0.719
2008,2,20,7,2.925,-40.541,79.398,136.055,151.477,94.625,352.324,0.781
2019,2,20,8,4.252,-39.236,88.703,153.305,170.578,89.562,49.844,0.734
2011,2,20,9,3.047,-39.267,88.953,150.141,167.719,96.938,36.135,0.719
2019,2,20,10,4.122,-38.962,57.164,138.547,149.945,92.188,46.382,0.766
2019,2,20,11,3.733,-38.9,90.602,146.023,164.25,93.312,47.799,0.781
2011,2,20,12,3.05,-38.955,132.086,154.703,181.5,91.625,45.83,0.695
2001,2,20,13,1.837,-38.994,129.648,149.867,175.914,95.062,21.982,0.742
2011,2,20,14,3.032,-37.923,93.766,156.203,175.273,87.0,40.297,0.719
2004,2,20,15,5.621,-41.767,126.711,154.164,180.062,96.5,56.509,0.719
2011,2,20,16,2.84,-37.025,87.07,155.938,173.445,83.875,32.072,0.719
2020,2,20,17,2.055,-41.689,122.461,128.453,152.945,96.375,90.871,0.773
2011,2,20,18,2.482,-37.283,92.516,149.977,168.141,87.5,30.036,0.711
2001,2,20,19,1.968,-40.252,118.688,112.734,135.383,96.5,351.323,0.828
2001,2,20,20,2.001,-40.064,79.719,104.234,119.203,95.812,345.53,0.852
2001,2,20,21,2.132,-39.908,60.0,104.789,115.875,95.188,345.353,0.844
2001,2,20,22,2.366,-39.736,41.719,103.992,111.586,94.688,347.8,0.828
2001,2,20,23,2.792,-39.455,42.406,104.375,112.0,93.688,348.376,0.82
2001,2,21,0,3.229,-39.212,42.203,106.344,113.852,92.812,345.997,0.812
2001,2,21,1,3.749,-39.127,42.375,109.141,116.633,92.062,344.776,0.797
2001,2,21,2,4.168,-39.025,44.141,111.102,118.891,91.375,341.531,0.789
2001,2,21,3,4.173,-38.877,47.156,113.992,122.328,91.0,337.661,0.781
2001,2,21,4,3.893,-38.681,78.312,126.602,140.516,90.875,334.566,0.758
2001,2,21,5,3.445,-38.697,85.773,126.953,142.336,92.812,330.819,0.758
2010,2,21,6,4.1,-44.056,82.117,127.07,142.062,95.812,3.059,0.758
2010,2,21,7,3.963,-43.962,71.5,128.586,141.805,95.75,1.695,0.75
2010,2,21,8,3.961,-43.853,83.938,131.016,146.75,95.562,359.774,0.75
2010,2,21,9,4.007,-43.736,65.75,129.852,142.344,95.312,356.647,0.766
2015,2,21,10,4.289,-39.994,65.453,161.555,174.219,93.375,10.921,0.766
2001,2,21,11,2.599,-37.494,56.531,149.547,160.453,92.188,317.68,0.852
2015,2,21,12,4.612,-39.345,54.648,156.586,167.328,94.375,6.126,0.75
2001,2,21,13,2.204,-36.9,61.906,149.75,161.805,90.625,321.911,0.859
2013,2,21,14,6.897,-42.666,51.578,134.469,144.477,92.938,351.466,0.781
2013,2,21,15,6.824,-41.97,46.766,124.102,133.141,92.875,349.179,0.805
2013,2,21,16,6.658,-41.322,47.328,128.602,137.672,92.438,346.29,0.805
2001,2,21,17,2.61,-35.72,45.898,111.359,120.086,87.938,310.508,0.836
2001,2,21,18,2.462,-35.72,0.0,728.656,153.383,89.875,304.396,0.781
2001,2,21,19,2.302,-35.822,0.0,549.805,149.664,91.375,299.262,0.789
2008,2,21,20,2.969,-40.681,53.82,114.203,124.203,99.25,358.945,0.766
2008,2,21,21,2.798,-40.15,55.203,111.555,121.648,99.188,355.515,0.758
2001,2,21,22,1.77,-36.048,41.617,106.578,113.891,93.875,286.675,0.805
2001,2,21,23,1.638,-36.033,39.938,105.078,112.0,94.25,285.495,0.805
2001,2,22,0,1.58,-36.025,38.195,104.031,110.586,94.5,284.311,0.797
2001,2,22,1,1.567,-36.033,37.18,103.094,109.438,94.75,284.729,0.805
2013,2,22,2,4.628,-38.822,36.07,102.586,108.711,89.25,344.932,0.805
2010,2,22,3,3.576,-40.775,37.641,97.719,104.18,95.125,351.711,0.82
2010,2,22,4,3.637,-40.595,38.953,97.039,103.766,95.062,348.98,0.812
2008,2,22,5,3.298,-35.837,36.664,80.977,87.484,95.312,358.778,0.805
2008,2,22,6,3.148,-35.939,39.477,93.977,101.062,97.688,354.304,0.766
2008,2,22,7,3.013,-36.064,40.453,97.703,105.062,99.188,350.147,0.758
2008,2,22,8,2.896,-36.166,41.453,101.492,109.141,99.438,349.114,0.781
2008,2,22,9,2.778,-36.259,42.602,105.68,113.641,99.188,348.974,0.773
2001,2,22,10,1.57,-34.22,0.0,397.836,149.969,94.562,269.715,0.789
2013,2,22,11,4.866,-37.212,44.312,112.93,121.18,94.312,357.055,0.797
2013,2,22,12,5.195,-36.837,43.984,111.219,119.461,93.688,359.569,0.805
2013,2,22,13,5.291,-36.525,47.305,117.109,126.0,93.25,1.608,0.82
2008,2,22,14,3.529,-35.861,58.797,129.281,140.617,95.0,9.17,0.688
2008,2,22,15,3.762,-35.791,66.969,120.344,133.195,93.938,11.987,0.688
2008,2,22,16,3.915,-35.697,54.375,120.211,130.562,93.0,14.092,0.727
2008,2,22,17,3.83,-35.791,50.484,123.25,132.758,94.125,15.255,0.734
2008,2,22,18,3.656,-35.97,47.422,114.625,123.43,96.562,18.048,0.75
2008,2,22,19,3.634,-36.002,49.008,118.914,127.867,97.938,23.037,0.734
2008,2,22,20,3.736,-35.931,50.711,109.734,118.844,98.125,28.065,0.758
2010,2,22,21,1.638,-39.986,47.266,109.5,117.695,97.0,10.72,0.742
2010,2,22,22,1.891,-40.134,44.57,99.922,107.531,96.562,12.888,0.727
2010,2,22,23,1.952,-40.212,38.117,108.422,114.836,96.25,8.746,0.742
2010,2,23,0,1.582,-40.283,36.352,107.664,113.727,96.375,4.247,0.734
2010,2,23,1,1.398,-40.431,35.133,107.484,113.297,96.188,5.774,0.734
2010,2,23,2,1.346,-40.587,41.312,106.898,113.719,96.0,9.353,0.734
2010,2,23,3,1.285,-40.759,32.781,98.289,103.711,96.062,13.36,0.734
2010,2,23,4,1.173,-40.892,34.898,107.219,113.023,95.938,13.481,0.742
2010,2,23,5,1.105,-41.017,36.852,107.328,113.516,95.812,16.001,0.742
2010,2,23,6,1.036,-41.087,38.273,108.016,114.523,95.75,16.658,0.742
2010,2,23,7,0.907,-41.033,43.578,109.5,117.023,95.188,17.03,0.742
2001,2,23,8,1.815,-34.064,56.156,114.797,124.555,95.312,48.489,0.75
2008,2,23,9,3.983,-34.494,44.469,113.523,121.562,99.25,26.816,0.734
2010,2,23,10,0.513,-40.619,54.828,115.047,124.898,94.625,37.569,0.734
2008,2,23,11,4.032,-34.611,49.945,126.297,135.523,97.375,27.459,0.727
2008,2,23,12,4.022,-34.392,45.164,118.672,127.07,95.625,27.66,0.742
2010,2,23,13,0.895,-38.791,52.414,124.805,134.422,85.5,24.775,0.711
2008,2,23,14,4.103,-34.017,50.227,128.625,137.992,92.188,25.004,0.727
2001,2,23,15,3.238,-36.587,66.109,125.672,137.656,100.0,75.327,0.711
2008,2,23,16,4.003,-34.087,51.266,121.562,131.0,90.062,21.407,0.742
2008,2,23,17,3.914,-34.416,50.586,125.734,134.938,90.938,19.592,0.734
2010,2,23,18,1.414,-37.978,50.727,122.141,131.078,81.938,1.266,0.703
2008,2,23,19,3.729,-35.744,53.742,122.938,132.414,95.0,19.84,0.742
2001,2,23,20,3.306,-38.423,50.781,115.219,123.797,98.062,71.394,0.75
2012,2,23,21,0.602,-42.752,0.0,267.805,156.539,94.812,89.256,0.766
2010,2,23,22,1.591,-38.431,41.641,114.219,121.062,91.5,28.453,0.711
2001,2,23,23,3.155,-38.955,57.953,116.969,126.297,98.375,75.516,0.742
2010,2,24,0,1.436,-38.361,58.18,115.547,124.867,93.125,25.45,0.727
2010,2,24,1,1.282,-38.314,33.953,108.328,113.734,93.438,19.208,0.734
2010,2,24,2,1.103,-38.228,29.664,104.914,109.625,93.625,10.196,0.742
2010,2,24,3,0.973,-38.127,27.492,96.477,100.852,92.812,354.931,0.742
2010,2,24,4,0.792,-38.103,27.984,96.602,101.078,93.0,345.141,0.75
2010,2,24,5,0.682,-38.017,28.93,97.273,101.953,92.688,341.98,0.758
2010,2,24,6,0.643,-37.783,35.984,109.273,115.164,92.0,343.768,0.75
2004,2,24,7,6.597,-33.541,57.273,120.195,129.914,96.0,36.137,0.711
2001,2,24,8,3.08,-39.212,60.273,109.453,119.555,95.75,85.345,0.781
2001,2,24,9,3.085,-39.111,61.391,113.828,124.266,95.438,86.08,0.766
2001,2,24,10,3.082,-39.025,63.172,117.93,128.812,95.312,86.949,0.758
2001,2,24,11,3.016,-38.947,79.469,126.5,140.336,96.188,90.445,0.734
2012,2,24,12,2.932,-40.15,78.141,127.914,141.938,93.688,295.404,0.773
2012,2,24,13,3.186,-39.595,53.5,118.727,128.367,94.188,298.891,0.773
2012,2,24,14,3.373,-39.072,45.5,114.867,123.062,94.75,299.712,0.758
2012,2,24,15,3.45,-38.525,42.891,111.242,118.922,95.0,299.584,0.773
2012,2,24,16,3.486,-37.994,44.391,114.602,122.492,95.312,299.84,0.758
2012,2,24,17,3.546,-37.548,53.672,118.562,127.977,96.375,296.001,0.742
2016,2,24,18,5.668,-43.939,46.016,125.578,133.523,92.625,30.205,0.805
2016,2,24,19,5.832,-44.205,45.758,151.234,159.0,93.812,30.069,0.812
2007,2,24,20,2.674,-49.767,0.0,220.688,154.898,100.0,19.811,0.789
2016,2,24,21,5.748,-44.345,38.023,121.031,127.258,94.375,23.045,0.82
2016,2,24,22,5.94,-44.111,32.977,113.484,118.797,94.25,24.475,0.812
2016,2,24,23,6.158,-43.462,30.891,115.641,120.539,92.75,24.191,0.812
2016,2,25,0,6.115,-42.658,30.445,118.203,122.977,91.188,24.535,0.812
2001,2,25,1,2.265,-39.728,29.953,94.164,98.711,95.812,68.125,0.789
2001,2,25,2,2.219,-39.798,25.336,96.141,99.977,95.688,66.775,0.781
2001,2,25,3,2.205,-39.877,24.828,97.711,101.477,95.25,63.253,0.781
2001,2,25,4,2.209,-39.978,25.125,100.023,103.859,94.75,57.715,0.773
2001,2,25,5,2.237,-40.142,34.875,104.844,110.219,94.438,51.809,0.758
2001,2,25,6,2.265,-40.267,40.961,107.43,113.836,94.125,45.838,0.758
2004,2,25,7,5.126,-32.908,46.125,99.047,106.578,96.688,32.237,0.758
2004,2,25,8,5.116,-33.033,60.867,98.703,108.797,96.5,33.981,0.758
2012,2,25,9,1.876,-37.423,80.211,96.758,110.234,98.375,271.909,0.82
2014,2,25,10,4.187,-44.533,96.883,117.547,133.711,97.125,12.61,0.758
2003,2,25,11,2.684,-34.033,64.766,105.453,116.523,98.312,329.179,0.773
2003,2,25,12,2.677,-34.244,78.227,105.031,118.492,98.562,325.104,0.773
2001,2,25,13,1.665,-41.002,81.117,98.57,112.328,93.562,23.799,0.789
2003,2,25,14,2.769,-34.72,68.898,101.742,113.625,99.188,324.068,0.789
2004,2,25,15,5.118,-29.181,77.594,90.75,104.195,91.438,16.222,0.805
2004,2,25,16,5.28,-28.767,78.438,96.922,110.383,91.688,11.609,0.797
2004,2,25,17,5.602,-28.556,86.93,104.461,119.195,93.062,9.633,0.797
2004,2,25,18,5.823,-28.486,69.805,95.789,107.445,94.438,9.576,0.797
2004,2,25,19,5.921,-28.447,56.758,86.773,96.078,95.0,9.723,0.797
2004,2,25,20,6.024,-28.455,66.164,90.773,101.414,95.25,10.159,0.789
2003,2,25,21,3.18,-35.244,66.211,100.266,110.617,99.5,337.467,0.75
2003,2,25,22,3.158,-35.369,39.078,102.164,108.172,100.0,338.83,0.75
2002,2,25,23,2.818,-48.673,63.719,100.461,110.0,100.0,11.03,0.867
2003,2,26,0,3.559,-35.697,41.141,94.383,100.531,100.0,352.813,0.75
2003,2,26,1,3.925,-35.744,65.359,93.164,102.859,99.312,357.832,0.742
2009,2,26,2,4.79,-45.345,81.594,105.977,117.758,97.438,15.419,0.758
2004,2,26,3,6.295,-30.166,48.805,85.875,93.18,95.625,351.075,0.812
2004,2,26,4,5.982,-30.353,34.406,81.148,86.344,96.0,346.018,0.812
2004,2,26,5,5.903,-30.634,48.555,127.25,134.648,96.5,345.044,0.789
2001,2,26,6,2.419,-43.83,59.398,93.086,101.984,94.5,11.927,0.781
2017,2,26,7,2.667,-44.33,43.445,113.164,119.75,98.812,5.21,0.734
2001,2,26,8,2.167,-43.642,79.375,92.609,104.891,93.438,5.793,0.789
2004,2,26,9,5.177,-32.752,60.328,87.102,96.875,96.875,353.24,0.781
2017,2,26,10,2.618,-44.681,54.977,115.023,123.75,98.375,358.632,0.727
2017,2,26,11,2.726,-44.486,81.617,117.984,131.086,96.688,6.086,0.711
2017,2,26,12,2.951,-43.986,59.992,113.805,123.508,94.562,13.006,0.727
2003,2,26,13,4.397,-37.517,59.43,128.422,138.305,98.688,27.977,0.734
2004,2,26,14,5.196,-32.916,53.633,107.703,116.695,89.75,358.966,0.734
2017,2,26,15,3.241,-42.408,72.75,114.312,126.055,91.75,12.529,0.719
2003,2,26,16,4.091,-38.291,102.039,106.578,123.289,97.938,34.024,0.766
2017,2,26,17,2.996,-41.845,69.109,112.695,123.594,93.25,7.792,0.719
2019,2,26,18,3.59,-40.259,108.219,97.711,114.828,98.75,34.001,0.797
2017,2,26,19,2.519,-41.916,55.492,109.727,118.172,97.312,356.978,0.719
2017,2,26,20,2.374,-41.955,46.008,103.414,110.266,98.062,355.659,0.727
2017,2,26,21,2.331,-42.072,50.398,102.414,109.766,98.562,354.423,0.719
2017,2,26,22,2.374,-42.228,33.188,100.203,104.961,98.875,352.057,0.719
2016,2,26,23,5.472,-40.236,26.742,95.805,99.703,95.312,27.187,0.812
